Año Reporte ANID,Año publicación,L1,L2,L3,L4,Inter Línea,WoS,Indexación,DOI/ISBN /Link,Autor/a 1 COES,Autor/a 2 COES,Autor/a 3 COES,Autor/a 4 COES,Otros/as Auores/as ,Título,Journal/Editorial,Vol,Issue,Pags,Idioma,APA,Artículo,Libro,Capítulo libro,Documento de Trabajo,Otro,Redes Nac.,Redes Internac.,ECI,ELSOC,Género,Elites,Constituyente,Migraciones,Publicación relacionada a mini coes,Impacto 2012 (un año),Impacto 2013 ,Impacto 2014,Impacto 2015,Impacto 2016,Impacto 2017,Ranking 2013,Ranking 2015,Ranking 2016,Ranking 2017,Cuartil,Impacto 5 años (2013),Impacto 5 años (2015),Impacto 5 años (2016),Impacto 5 años (2017),Cuartil 2013,Cuartil 2015,Cuartil 2016,Cuartil 2017,Factor de impacto ,Cuartil journal (best JIF),Citas Google Scholar (al 9/08/ 2021),Top 10% (en alguno de los ranking),Año Reporte ANID,Subido a la Web,"Sociabilidad (redes sociales, capital social, sociabilidad urbana, vínculo social, etc.
Confianza interpersonales)"
2016,2016,0,0,0,1,0,0,BOOK(CH),https://www.routledge.com/Cities-in-the-21st-Century/Nel-lo-Mele/p/book/9781138119642,Felipe Link,,,,"De Mattos, C, y Fuentes, L.",Mutations in the urban space of Santiago de Chile under a neoliberal dynamic,Routledge/ UK,,,,Inglés,"Link, F., De Mattos, C. & Fuentes, L. (2016). Mutations in the urban space of Santiago de Chile under a neoliberal dynamic. En Nel, O., Mele, R. (Ed.) Cities in the XXI Century. London: Routledge, pp. 80-92.",0,0,1,0,0,0,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2016,,0
2016,2016,0,0,0,1,0,0,No index,No disponible,Felipe Link,,,,,Neoliberalismo variopinto y desafíos urbano – territoriales. Entrevista a Jamie Peck,Serie Documentos de Trabajo COES,8,,,Español,"Link, F. (2016). Neoliberalismo variopinto y desafíos urbano – territoriales. Entrevista a Jamie Peck. Serie Documentos de Trabajo COES, 8.",0,0,0,0,0,0,0,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2016,0,0,0,1,0,0,No index,http://coes.cl/wp-content/uploads/2016/07/N%C2%BA07.-Neoliberalismo-y-produccio%CC%81n-de-ignorancia.-Entrevista-a-Slater.pdf,Matías Garretón,,,,,Neoliberalismo y producción de ignorancia,Serie Documentos de Trabajo COES,7,,,Español,"Garretón, M. (2016). Neoliberalismo y producción de ignorancia. Serie Documentos de Trabajo COES, 7.",0,0,0,0,0,0,0,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,,,0,,2016,,0
2016,2016,0,0,0,1,0,0,BOOK(CH),http://www.rileditores.com/catlogo-ril02/inuaz6kk31/Urbanizaci%C3%B3n-planetaria-y-la-reconstrucci%C3%B3n-de-la-ciudad,Felipe Link,,,,"Valenzuela, F.",Nueva geografía metropolitana y sus impactos en el gobierno local: Capacidades de gestión municipal y vulnerabilidad socio – territorial en Santiago de Chile,RIL Editores,,,,Español,"Link, F. & Valenzuela, F. (2016). Nueva geografía metropolitana y sus impactos en el gobierno local: Capacidades de gestión municipal y vulnerabilidad socio – territorial en Santiago de Chile. En Orellana, A., Link, F. y Noyola, J. (Eds) Urbanización planetaria y la reconstrucción de la ciudad. Santiago: Colección Estudios Urbanos UC - RIL Editores.",0,0,1,0,0,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,2016,,0
2016,2016,0,1,0,0,0,0,No index,http://www.mideuc.cl/wp-content/uploads/2016/MidEvidencias-N6.pdf,Pablo De Tezanos-Pinto,,,,"Cortés, F.; Concha, M.",Participación política y descontento en Chile: Una tensión entre el interés en los temas políticos y la desafección generalizada,Mide Evidencias,6,,1-6,Español,"De Tezanos-Pinto, P., Cortés, F. & Concha, M. (2016). Participación política y descontento en Chile: Una tensión entre el interés en los temas políticos y la desafección generalizada. Mide Evidencias N° 6, 1-6. Disponible en http://www.mideuc.cl/wp-content/uploads/2016/MidEvidencias-N6.pdf",0,0,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,14,,2016,,1
2016,2016,0,0,0,1,0,0,BOOK,http://ediciones.uahurtado.cl/libro/pobladores-luchas-sociales-democracia-chile/,Vicente Espinoza,,,,"Dubet, F., Tironi., Valenzuela, E.",Pobladores: luchas sociales y democracia en Chile,Ediciones UAH,,,,Español,"Espinoza, V., Dubet, F., Tironi. & Valenzuela, E. (2016). Pobladores: luchas sociales y democracia en Chile. Santiago: Ediciones UAH.",0,1,0,0,0,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,,2016,,0
2016,2016,0,1,0,0,0,0,BOOK(CH),No disponible,Roberto González,,,,"Sirlopú, D. ; Silva, C.","Recomendaciones para la elaboración de políticas públicas para la integración de jóvenes migrantes en Chile. En Estudio Juventud y Migración: Diagnóstico de la situación actual de las y los jóvenes migrantes en Chile. En ""Juventud y Migración: Diagnóstico de la situación actual de las y los jóvenes migrantes en Chile""",MIDE UC,,,195-229,Español,"González, R., Sirlopú, D. & Silva, C. (2016). Recomendaciones para la elaboración de políticas públicas para la integración de jóvenes migrantes en Chile.  En Juventud y Migración: Diagnóstico de la situación actual de las y los jóvenes migrantes en Chile (pp. 195-229 ). Santiago, Chile:  MIDE UC",0,0,1,0,0,1,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,0
2016,2016,0,0,0,1,0,0,BOOK(CH),No disponible,Ernesto López-Morales,,,,,Redevelopment in Latin American cities: a critical overview,CLUSTER/Cairo Egipto,,,,Inglés,No disponible,0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2016,0,1,0,0,0,1,WoS,http://dx.doi.org/10.1371/journal.pone.0158370,Roberto González,,,,"Teymoori , A. ; Jetten, J. ; Ariyanto, A.; Ayub, N.;  Besta, T.; Costa-Lopes, R.; Fantini, C.; Gaertner, L.; Gómez, A.; Yi Hong, Y.; Karasawa, M.; Klein, O.; Mähönen, T. A.;  Morton, T.;  Polya, T.; Shahrazad, W.;  Torres, A. R.; Wohl, M.;  Bastian, B.;  Autin, F.;  Badea, C.;  Butera. F.;  Cui, L.;  Finchilescu, G.; Gollwitzer, M.;  Jensen, D.H.; Kessler, T.;  Lima. M.; Megevand, L.;  Paladino, P.;  Ruza, A.;  Sharma, S.; van der Bles, A. M.",Revisiting the Measurement of Anomie,PLOS One,11,7,1-27,Inglés,"Teymoori, A., Jetten, J., Bastian, B., Ariyanto, A., Autin, F., Ayub, N., … , A.,Wohl, M. (2016). Revisiting the Measurement of Anomie. PLoS ONE, 11(7), 1-27. Disponible con DOI: 10.1371/journal.pone.0158370",1,0,0,0,0,0,1,,,0,0,0,0,,"3,73","3,534","3,234","3,057","2,806",,8/55 (Multidisciplinary  Sciences),11/63 (Multidisciplinary  Sciences),15/64 (Multidisciplinary  Sciences),,-,"4,015","3,535","3,394",,1,1,1,,"2,806",,3,0,2016,,0
2016,2016,0,1,1,0,1,0,No index,No disponible,Nicolás Angelcos,Mauro Basaure,,,"Campos, L.","Segregación urbana, discriminación y violencia política en la Francia contemporánea. Entrevista a Didier Lapeyronnie",Serie Documentos de Trabajo COES,9,,,Español,"Angelcos, N. & Basaure, M. (2016). Segregación urbana, discriminación y violencia política en la Francia contemporánea. Entrevista a Didier Lapeyronnie. Serie Documentos de Trabajo COES, 9.",0,0,0,1,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2016,0,1,0,0,0,0,BOOK(CH),http://ediciones.uc.cl/ediciones-uc-educaci%C3%B3n-abriendo-puertas-aula-p-10242.html,Roberto González,,,,"Meeus, J. ; Manzi, J.","Ser “blanco” o “moreno” en Chile: El impacto de la apariencia en las expectativas educativas y las calificaciones escolares. En ""Abriendo las puertas del aula. Transformación de las prácticas docentes""",Ediciones UC,,,515-542,Español,"Meeus, J., González, R. & Manzi, J. (2016). Ser “blanco” o “moreno” en Chile: El impacto de la apariencia en las expectativas educativas y las calificaciones escolares. En  J. Manzi  & M. García (Eds.) Abriendo las puertas del aula. Transformación de las prácticas docentes (pp. 515-542). Santiago, Chile: Ediciones Universidad Católica de Chile",0,0,1,0,0,1,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,0
2016,2016,0,0,1,0,0,0,Latindex,DOI: 10.5354/0717-8883.2016.43145,Claudia Heiss,,,,,"Soberanía popular y ""momento constituyente"" en el debate sobre cambio constitucional en Chile","Anales, Universidad de Chile",10,,111-125,Español,"Heiss, C. (2016). Soberanía popular y ""momento constituyente"" en el debate sobre cambio constitucional en Chile. Revista Anales, Universidad de Chile; 10, 111-125.",0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13,,2016,,0
2016,2016,0,0,1,0,0,1,WoS,http://dx.doi.org/10.7440/res56.2016.12,Mauro Basaure,,,,,Sobre El Self emprendedor. Sociología de una Forma de Subjetivación,Revista de Estudios Sociales,56,,133-136,Español,"Basaure, M. (2016). Ulrich Bröckling, . 2015. El Self emprendedor. Sociología de una forma de subjetivación. Revista de Estudios Sociales, 56, 133-136.",1,0,0,0,0,0,0,,,0,0,0,0,,"0,03","0,076","0,096","0,192",,,,"37/41 (Social Issues), 84/95 (Social Sciences, Interdisciplinary)",,,4,,,,,,4,,,0.267,4,105,0,2016,,0
2016,2016,0,0,0,1,0,0,Latindex,http://t.bdigital.uncu.edu.ar/objetos_digitales/7530/09-proy-link.pdf,Felipe Link,,,,"Valenzuela, F.",Sociabilidad en contextos de fragmentación urbana. Inclusión y exclusión metropolitana en Santiago de Chile,Proyección,17,,149-168,Español,"Link, F. & Valenzuela, F. (2016). Sociabilidad en contextos de fragmentación urbana. Inclusión y exclusión metropolitana en Santiago de Chile. Proyección, 17, 149-168.",1,0,0,0,0,0,0,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,,,2,,2016,,1
2016,2016,0,0,1,0,0,1,WoS,http://dx.doi.org/10.1108/OIR-11-2015-0347,Nicolás Somma,,,,"Sebastián Valenzuela, Andres Scherman, Arturo Arriagada",Social media in Latin America: deepening or bridging gaps in protest participation?,Online Information Review,40,5,695-711,Inglés,"Valenzuela, S.; Somma, N.; Scherman, A.; Arriagada, A. (2016). Social media in Latin America: deepening or bridging gaps in protest participation?. Online Information Review, 40 (5), 695-711. doi: 10.1108/OIR-11-2015-0347 
",1,0,0,0,0,0,0,,,0,0,0,0,,,"1,443","0,918","1,152",,,21/84 (Information Science & Library Science),32/86 (Information Science & Library Science),,,2,"1,489","1,518",,,,2,,,1.534,2,75,0,2016,,1
2016,2016,0,0,1,0,0,0,BOOK,http://www.palgrave.com/gb/book/9781349950911,Sofía Donoso,,,,Marisa Von Bulow,"Social Movements in Chile: Organization, Trajectories, and Political Consequences","Palgrave McMillan, United States",,,,Inglés,"Donoso, S. & Von Bulow, M. (2016). Social movements in Chile: Organization Trajectories, and Political Consequences. Palgrave Macmillan US.",0,1,0,0,0,0,1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2016,,0
2016,2016,0,0,0,1,0,0,Latindex,http://www.investigacionesregionales.org/view/index.php,Patricio Aroca,,,,Miguel Atienza,Spatial Concentration in Latin America and the Role of Institutions,Investigaciones Regionales,36,,233-253,Inglés,"Aroca, P. & Atienza, M. (2016). Spatial Concentration in Latin America and the Role of Institutions. Investigaciones Regionales, 36, 233-253.",1,0,0,0,0,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,30,,2016,,0
2016,2016,0,0,0,1,0,0,BOOK(CH),http://rsa.tandfonline.com/doi/abs/10.1080/13673882.2016.11720266?tab=permissions&scroll=top,Patricio Aroca,,,,,Territorial Inequality in Chile,Regions,301,1,21-22,Inglés,"Aroca, P. (2016). Territorial Inequality in Chile. Regions, 301(1), 21-22.",0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,2016,,0
2016,2016,0,1,0,0,0,0,Scopus,http://dx.doi.org/10.1037/pac0000235,Héctor Carvacho,,,,"Sadowski, F. ; Zick, A. ",The Impact of the Ouster of President Morsi on the Political-Religious Attitudes of Egyptian Citizens,Peace and Conflict: Journal of Peace Psychology,23,2,174-178,Inglés,"Sadowski, F., Carvacho, H. & Zick, A. (2017). The Impact of the Ouster of President Morsi on the Political-Religious Attitudes of Egyptian Citizens. Peace and Conflict: Journal of Peace Psychology 23(2): 174-178. Disponible en DOI: http://dx.doi.org/10.1037/pac0000235",1,0,0,0,0,0,1,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,0.539,2,1,,2016,,0
2016,2016,0,1,0,0,0,0,BOOK(CH),https://www.routledge.com/Intergroup-Contact-Theory-Recent-developments-and-future-directions/Vezzali-Stathi/p/book/9781138182318,Roberto González,,,,"Brown, R.","The influence of Direct and Extended contact on the development of Acculturation preferences among majority members. En ""Intergroup Contact Theory: Recent Developments and Future Directions"".",Psychology Press: Series “Current Issues in Social Psychology”,,,31-52,Inglés,"González, R. & Brown, R. (2016). The influence of Direct and Extended contact on the development of Acculturation preferences among majority members. En L. Vezzali & S. Stathi (Eds.) Intergroup Contact Theory: Recent Developments and Future Directions (pp. 31-52). Nueva York, Estados Unidos: Series ""Current Issues in Social Psychology"", Routledge",0,0,1,0,0,0,1,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,1,,2016,,1
2016,2016,0,1,0,0,0,0,Scielo,http://revista.psico.edu.uy/index.php/revpsicologia/article/view/345,Dariela Sharim,,,,,Tiempos de individualización y narcisismo: el monólogo colectivo en los vínculos de intimidad,"Revista Psicología, Conocimiento y Sociedad",6,2,135-164,Español,"Sharim, D. (2016). Tiempos de individualización y narcisismo: el monólogo colectivo en los vínculos de intimidad. Revista Psicología, Conocimiento y Sociedad, 6 (2), 135-164. Disponible en: http://revista.psico.edu.uy/index.php/revpsicologia/article/view/345",1,0,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,1
2016,2016,0,0,1,0,0,1,WoS,http://dx.doi.org/10.7440/res57.2016.02.,Mauricio Morales,,,,,"Tipos de identificación partidaria. América Latina en perspectiva comparada, 2004-2012",Revista de Estudios Sociales,57,,,Español,"Morales, M. (2016). Tipos de identificación partidaria. América Latina en perspectiva comparada, 2004-2012. Revista de Estudios Sociales, (57), 25-42. https://dx.doi.org/10.7440/res57.2016.02",1,0,0,0,0,0,0,,,0,0,0,0,,"0,03","0,076","0,096","0,192",,,,"37/41 (Social Issues), 84/95 (Social Sciences, Interdisciplinary)",,,4,,,,,,4,,,0.267,4,15,0,2016,,0
2016,2016,0,1,0,0,0,0,Latindex,http://dx.doi.org/10.18441/ibam.16.2016.62.205-210,Jorge Atria,,,,,Transparencia Tributaria: una aproximación desde la sociología fiscal,Iberoamericana,XVI,62,205-210,Español,"Atria, J. (2016). Transparencia Tributaria: una aproximación desde la sociología fiscal. Iberoamericana, XVI (62), 205-210. Disponible con DOI: http://dx.doi.org/10.18441/ibam.16.2016.62.205-210",1,0,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,1,,2016,,0
2016,2016,0,0,0,1,0,0,Latindex,http://repositorio.flacsoandes.edu.ec/handle/10469/9440#.WNz83Ge1uUk,Ernesto López-Morales,,,,"Apaolaza, R., Blanco, J., Lerena, N., Lukas, M., Rivera, M.
","Transporte, desigualdad social y capital espacial: análisis comparativo entre Buenos Aires y Santiago de Chile",Iconos,56,,19-41,Español,"López, E., Apaolaza, R., Blanco, J., Lerena, N., Lukas, M. & Rivera, M. (2016). Transporte, desigualdad social y capital espacial: análisis comparativo entre Buenos Aires y Santiago de Chile. Iconos, 56, 19-41.",1,0,0,0,0,0,1,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,,,22,,2016,,0
2016,2016,1,0,0,0,0,0,Latindex,DOI: 10.5354/0719-6296.2016.44266,Dante Contreras,,,,E. Tapia,Trayectoria negativa de la clase media en México: 2002 - 2009. ,Revista Estudios de Políticas Públicas,4,,148-159,Español,"Contreras, D.; Tapia, E. (2016). Trayectoria negativa de la clase media en México: 2002 - 2009. Revista Estudios de Políticas Públicas, 4, 148-159. DOI: 10.5354/0719-6296.2016.44266",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,2016,,0
2016,2016,0,0,0,1,0,0,No index,No disponible,Matías Garretón,,,,,Urban design in backstage: fostering self-transforming local potentials,DPU,12,,8-11,Inglés,"Garretón, M. (2016). Urban design in backstage: fostering self-transforming local potentials. DPU, 12, 8-11.",0,0,0,0,0,0,0,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2016,0,0,0,1,0,0,BOOK,http://www.rileditores.com/catlogo-ril02/inuaz6kk31/Urbanizaci%C3%B3n-planetaria-y-la-reconstrucci%C3%B3n-de-la-ciudad,Felipe Link,,,,"Orellana, A. y Noyola, J.",Urbanización planetaria y la reconstrucción de la ciudad,RIL EDITORES - COLECCIÓN DE ESTUDIOS URBANOS UC/ CHILE,,,,Español,"Link, F., Orellana, A. y Noyola, J. (2016). Urbanización planetaria y la reconstrucción de la ciudad. Santiago: RIL Editores/Colección de Estudios Urbanos UC.",0,1,0,0,0,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,2016,,0
2016,2016,0,0,1,0,0,0,Scopus,doi:10.1108/S0163-786X20160000039008,Sofía Donoso,,,,,When social movements become a democratizing force: The political impact of the student movement in Chile,"Research in Social Movements, Conflicts and Change",39,,167-196,Inglés,"Donoso, S. (2016), When Social Movements Become a Democratizing Force: The Political Impact of the Student Movement in Chile, in Thomas Davies , Holly Eva Ryan , Alejandro Milcíades Peña (ed.) Protest, Social Movements and Global Democracy Since 2011: New Perspectives (Research in Social Movements, Conflicts and Change, Volume 39) Emerald Group Publishing Limited, pp.167 – 196",1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.289,2,29,,2016,,0
2016,2017,0,0,0,1,0,0,Scopus,http://dx.doi.org/10.4067/S0718-83582017000200127 ,Felipe Link,,,,"Marín, A., Valenzuela, F.",Arriendo en propiedad: arraigo y vulnerabilidad residencial en el Barrio Puerto de Valparaíso,Revista INVI,,,,Español,"Marín Toro, A., Link, F., & Valenzuela, F. (2017). Arriendo en propiedad: arraigo y vulnerabilidad residencial en el barrio Puerto de Valparaíso. Revista INVI, 32(90), 127-157. ",1,0,0,0,0,0,0,,,0,0,0,0,,-,,,,,,,,,,,,,,,,,,,0.271,1,8,,2016,,0
2016,2017,0,0,1,1,1,0,BOOK(CH),No disponible,Vicente Espinoza,Emmanuelle Barozet,,,,"Contention and Debates about Social Policies and Inequalities in Contemporary Chile. En ""The Social Question in the Global World. The Quest for an Effective Paradigm""",Cambridge University Press,,,,Inglés,"Espinoza, V., & Barozet, E. (Por aparecer). Contention and Debates about Social Policies and Inequalities in Contemporary Chile. En E. Bogalska-Martina & E. Matteudi (Eds.) The Social Question in the Global World. The Quest for an Effective Paradigm (pp. por definir). Cambridge, Reino Unido: Cambridge University Press",0,0,1,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,0
2016,2017,0,0,0,1,0,0,BOOK(CH),No disponible,Vicente Espinoza,Emmanuelle Barozet,,,,"Contention, Debates and Policies about Social Inequality in Chile Today",Cambridge University Press,,,,Inglés,,0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2017,1,0,0,0,0,0,BOOK(CH),http://www.palgrave.com/gb/book/9781349950911,Francisca Gutiérrez,,,,,"Coping with neoliberalism through Legal Mobilization: The Chilean Labor Movement's New Tactics and Allies 
","Palgrave, USA",,,,Inglés,"Gutiérrez, F. (2017). Coping with neoliberalism trhough Legal Mobilization: The Chilean Labor Movement's New Tactics and Allies. In: Von Bulow, M.; Donoso, S. (eds.) Social Movements in Chile (pp. 191 - 217). Organization, Trajectories and Political Consequences. USA: Palgrave. ",0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,,2016,,0
2016,2017,1,0,0,0,0,1,WoS,DOI: 10.1162/EDFP_a_00195,Valentina Paredes,,,,,Grading System and Student Effort,"Education, Finance and Policy",12,1,107-128,Inglés,"Paredes, V. (2017).  Grading System and Student Effort. Education, Finance and Policy, 12(1), 107-128. DOI: 10.1162/EDFP_a_00195",1,0,0,0,0,0,0,,,0,0,0,0,,"1,07","0,947","0,744","1,023",,,74/219 (EDUCATION & EDUCATIONAL RESEARCH ),98/231 (Education & Educational Research),,,2,"1,255","1,343",,,2,2,,,2.103,1,24,0,2016,,0
2016,2017,1,0,0,0,0,1,WoS,DOI: 10.1177/0094582X17705859,Kirsten Sehnbruch,,,,,Introduction. The Impact of the Chilean Earthquake of 2010. Challenging the Capabilities of the Neoliberal State. ,Latin American Perspectives,44,4,4-9,Inglés,"Sehnbruch, K. (In press) Introduction to a Special Issue on the Chilean Earthquake of 2010. Latin American Perspectives. ",1,0,0,0,0,0,0,,,0,0,0,0,,"0,474","0,293","0,404","0,512",,,38/64 (Area Studies); 122/157 (Political Science) ,29/69 (Area studies); 115/163 (Political science),,,2 (Area Studies); 3 (Political Science) 2015,0.621 (2014),"0,661",,,3 (Area Studies),2 (Area Studies),,,0.575,3,6,0,2016,,0
2016,2017,0,1,0,0,0,0,Scopus,http://www.revistaliteratura.uchile.cl/index.php/RCL/article/view/44970/47052,Mónica Gerber,,,,"Moya, C.",La lectura en formatos digitales en el Chile actual: nuevas prácticas y viejas desigualdades,Revista Chilena de Literatura,94,,59-77,Español,"Gerber, M. & Moya, C. (2017). La lectura en formatos digitales en el Chile actual: nuevas prácticas y viejas desigualdades. Revista Chilena de Literatura, 94,  59-77. Disponible en http://www.revistaliteratura.uchile.cl/index.php/RCL/article/view/44970/47052",1,0,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,0.16,1,22,S/I,2016,,0
2016,2017,0,0,1,0,0,1,WoS,doi:10.1111/laps.12013,Nicolás Somma,Matías Bargsted,,,Eduardo Valenzuela,Mapping Religious Change in Latin America,Latin American Politics and Society,,,,Inglés,"Somma, N.; Bargsted, M.; Valenzuela, E. (2017). Mapping Religious Change in Latin America. Latin American Politics and Society, 59, 119–142. doi:10.1111/laps.12013",1,0,0,0,0,0,0,,,0,0,0,0,,"0,327","0,222","0,361","0,426","1,046",,"47/64 (Area Studies); 133/157 (Political Science); 1366/2036(Social Sciences, General)","38/69 (Area Studies); 125/163 (Political Science); 1284/2114 Sciences, General)","9/69 (Area Studies), 37/86 (International Relations), 84/165 (Political Science)",,"1, 2, 3","0,508","0,808",,,3,3,,,1.170,1,31,0,2016,,0
2016,2017,0,0,1,0,0,0,BOOK(CH),No disponible,Manuel Gárate,,,,,Misiones económicas en Chile. Política y circulación de saberes tecnocráticos 1855-2010,Fondo de Cultura Económica,,,23,Español,,0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2016,,0
2016,2017,1,0,0,0,0,1,WoS,10.1177/0094582X16648955,Kirsten Sehnbruch,Claudia Sanhueza,,,"Agloni, N.; Imilan, W. ",Social Policy Responses of the Chilean State to the Earthquake and Tsunami of 2010,Latin American Perspectives,44,4,24-40,Inglés,,1,0,0,0,0,0,0,,,0,0,0,0,,"0,474","0,293","0,404","0,512",,,38/64 (Area Studies); 122/157 (Political Science) ,29/69 (Area studies); 115/163 (Political science),,,2 (Area Studies); 3 (Political Science) 2015,0.621 (2014),"0,661",,,3 (Area Studies),2 (Area Studies),,,0.575,3,7,0,2016,,0
2016,2017,0,0,0,1,0,0,BOOK(CH),No disponible,Ernesto López-Morales,,,,,The politico-economic sides of the gentrification of Santiago,Routledge/Londres RU,,,,Inglés,No disponible,0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,S/I,,2016,,0
2016,2017,0,0,1,1,1,0,Latindex,10.3917/pal.102.0053,Vicente Espinoza,Emmanuelle Barozet,,,,Tout change parce que rien ne change? Politiques sociales et cycles de transformation économique et institutionnelle au Chili,Problèmes d'Amérique Latine,102,3,53-73,Francés,"Espinoza, V., & Barozet, E. (2016). Tout change parce que rien ne change? Politiques sociales et cycles de transformation économique et institutionnelle au Chili. Problèmes D'Amérique Latine, 102 (3), 53-73. Disponible con DOI: 10.3917/pal.102.0053",1,0,0,0,0,0,0,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,3,-,,,,,1,,2016,,0
2016,2017,0,0,0,1,0,1,WoS,https://doi.org/10.1177/0309132516645959,Felipe Link,,,,"Krellenberg, K., Welz, J. y Barth, K.",Urban vulnerability and the contribution of socio-environmental fragmentation,Progress in Human Geography,41,4,408-431,Inglés,"Krellenberg, K., Welz, J., Link, F., & Barth, K. (2017). Urban vulnerability and the contribution of socio-environmental fragmentation: Theoretical and methodological pathways. Progress in Human Geography, 41(4), 408–431. https://doi.org/10.1177/0309132516645959",1,0,0,0,0,0,1,,,0,0,0,0,,,"4,394","5,01","5,162",,,2/76 Geography,2/77 Geography,,,1,"5,57","6,643",,,,,,,6.885,1,46,1,2016,,0
2016,2018,0,1,0,0,0,0,BOOK(CH),10.1007/978-3-319-60119-9,Jorge Atria,,,,"Groll, C. & Valdés, M.","Introduction: Taxation in Times of Uncertainty in Latin America. En ""Rethinking Taxation in Latin America: Reforms and Challenges in Times of Uncertainty""",Palgrave Macmillan: International Political Economy Series.,,,1-28,Inglés,"Atria, J., Groll, C. & Valdés, M. (2018).Introduction: Taxation in Times of Uncertainty in Latin America. En J. Atria, C. Groll  & M. Valdés (Eds.), Rethinking Taxation in Latin America: Reforms and Challenges in Times of Uncertainty (pp. 1-28). Londres, Reino Unido: ""International Political Economy Series"", Palgrave Macmillan",0,0,1,0,0,0,1,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,0
2016,2018,0,0,1,0,0,0,BOOK(CH),No disponible,Nicolás Somma,Matías Bargsted,,,,La cultura política: diagnóstico y evolución,LOM,,,,Español,"Somma, N. & Bargsted, M. (2017). Diagnóstico y evolución de la cultura política en Chile. En C. Huneeus (ed.), El Sistema Político Chileno. Santiago, Chile: Catalonia.",0,0,1,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,2016,,0
2016,2018,0,1,0,0,0,0,BOOK(CH),10.1007/978-3-319-60119-9,Jorge Atria,,,,"Groll, C. & Valdés, M.","Latin American Taxation from a New Perspective: Contributions from the Relational, Historical, and Transnational Dimensions. En ""Rethinking Taxation in Latin America: Reforms and Challenges in Times of Uncertainty""",Palgrave Macmillan: International Political Economy Series.,,,235-258,Inglés,"Atria, J., Groll, C. & Valdés, M. (2018). Latin American Taxation from a New Perspective: Contributions from the Relational, Historical, and Transnational Dimensions. En J. Atria, C. Groll  & M. Valdés (Eds.), Rethinking Taxation in Latin America: Reforms and Challenges in Times of Uncertainty (pp. 235-258). Londres, Reino Unido: ""International Political Economy Series"", Palgrave Macmillan",0,0,1,0,0,0,1,,,0,0,0,0,,-,-,-,-,-,,-,-,-,,-,-,-,-,,-,-,,,,,0,,2016,,0
